SN,Paper Title,DOI,Domain,Year,umap_x,umap_y,cited_by_count,is_oa,oa_status,oa_url
138,Applying Prompt-Based Mitigation of Gender-Role Bias in Large Language Models for Security,https://doi.org/10.1109/cns66487.2025.11194978,LLMs & NLP,2025,5.21756,0.24498467,0,False,closed,
139,Behind the Words: Unmasking Bias Lurking in LLMs and Data,https://doi.org/10.1109/punecon67554.2025.11378839,LLMs & NLP,2025,4.57276,-0.11924587,0,False,closed,
140,Deep Learning Approach for Evaluating Fairness in LLMs,https://doi.org/10.1109/setcom64758.2025.10932507,LLMs & NLP,2025,4.627397,0.24300827,2,False,closed,
141,Comparative Study of Large Language Model Evaluation Frameworks with a Focus on NLP vs LLM-As-A-Judge Metrics,https://doi.org/10.1109/sieds65500.2025.11021089,LLMs & NLP,2025,4.7894516,1.244203,2,False,closed,
142,Auditing Demographic Bias in Mistral: An Open-Source LLM's Diagnostic Performance on the MedQA Benchmark,https://doi.org/10.1109/access.2026.3656396,LLMs & NLP,2026,2.744311,-0.07155569,0,True,gold,https://doi.org/10.1109/access.2026.3656396
143,A Vision for Debiasing Confirmation Bias in Software Testing via LLM,https://doi.org/10.1109/esem64174.2025.00050,LLMs & NLP,2025,4.694005,0.71664286,0,False,closed,
144,Measuring and Mitigating Gender Entropy Bias in Large Language Models,https://doi.org/10.1109/icdmw69685.2025.00272,LLMs & NLP,2025,4.932481,0.49247965,0,False,closed,
145,Spoken Stereoset: on Evaluating Social Bias Toward Speaker in Speech Large Language Models,https://doi.org/10.1109/slt61566.2024.10832259,LLMs & NLP,2024,4.4661756,0.0020941705,5,False,closed,
146,Position Bias Across LLM Model Families,https://doi.org/10.1109/intcec65580.2025.11255828,LLMs & NLP,2025,4.722774,0.8368121,0,False,closed,
147,Knowledge Graph-Based Diversified Recommendation,https://doi.org/10.1145/3770177.3770182,Graph-Based Fairness & Bias Mitigation,2025,8.115056,0.1360556,0,True,gold,https://doi.org/10.1145/3770177.3770182
148,Bursting the Filter Bubble with Knowledge Graph Inversion,https://doi.org/10.1145/3720554.3736182,Graph-Based Fairness & Bias Mitigation,2025,8.417992,0.31371602,3,True,gold,https://dl.acm.org/doi/pdf/10.1145/3720554.3736182
149,An Ontology for Fairness Metrics,https://doi.org/10.1145/3514094.3534137,Graph-Based Fairness & Bias Mitigation,2022,6.015257,-2.1183424,31,False,closed,
150,Towards an Ontology-Driven Approach to Document Bias,https://doi.org/10.1613/jair.1.19388,Graph-Based Fairness & Bias Mitigation,2025,4.9814854,-1.6976678,1,True,diamond,https://jair.org/index.php/jair/article/download/19388/27219
151,Fair-RGNN: Mitigating Relational Bias on Knowledge Graphs,https://doi.org/10.1145/3681792,Graph-Based Fairness & Bias Mitigation,2024,8.1565485,-0.77967,1,True,bronze,https://dl.acm.org/doi/pdf/10.1145/3681792
152,Knowledge-Enhanced Language Models Are Not Bias-Proof: Situated Knowledge and Epistemic Injustice in AI,https://doi.org/10.1145/3630106.3658981,Graph-Based Fairness & Bias Mitigation,2024,4.915423,-0.5394369,21,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658981
153,Bias-Aware Agent: Enhancing Fairness in AI-Driven Knowledge Retrieval,https://doi.org/10.1145/3701716.3716885,Graph-Based Fairness & Bias Mitigation,2025,5.903963,0.24015652,4,True,green,https://arxiv.org/pdf/2503.21237
154,FnRGNN: Distribution-aware Fairness in Graph Neural Network,https://doi.org/10.1145/3746252.3760796,Graph-Based Fairness & Bias Mitigation,2025,8.4513,-0.9112765,0,True,gold,https://doi.org/10.1145/3746252.3760796
155,Fairness-Aware Graph Learning: A Benchmark,https://doi.org/10.1145/3711896.3737392,Graph-Based Fairness & Bias Mitigation,2025,8.398894,-1.0021224,0,True,gold,https://dl.acm.org/doi/pdf/10.1145/3711896.3737392
156,Can We Trust Recommender System Fairness Evaluation? The Role of Fairness and Relevance,https://doi.org/10.1145/3626772.3657832,Recommender Systems,2024,8.806841,0.665416,5,True,green,https://arxiv.org/pdf/2405.18276
157,Integrating Individual and Group Fairness for Recommender Systems through Social Choice,https://doi.org/10.1145/3705328.3748087,Recommender Systems,2025,4.8155093,-4.095796,0,True,gold,https://doi.org/10.1145/3705328.3748087
158,Fairness and Transparency in Music Recommender Systems: Improvements for Artists,https://doi.org/10.1145/3640457.3688024,Recommender Systems,2024,8.601485,0.8274333,0,True,gold,https://dl.acm.org/doi/pdf/10.1145/3640457.3688024
159,"Understanding Biases in ChatGPT-based Recommender Systems: Provider Fairness, Temporal Stability, and Recency",https://doi.org/10.1145/3690655,Recommender Systems,2024,8.321987,0.8682791,35,True,bronze,https://dl.acm.org/doi/pdf/10.1145/3690655
160,Unmasking Gender Bias in Recommendation Systems and Enhancing Category-Aware Fairness,https://doi.org/10.1145/3696410.3714528,Recommender Systems,2025,7.8886433,0.67975605,5,True,gold,https://dl.acm.org/doi/pdf/10.1145/3696410.3714528
161,No Bias Left Behind: Fairness Testing for Deep Recommender Systems Targeting General Disadvantaged Groups,https://doi.org/10.1145/3728948,Recommender Systems,2025,8.229671,0.7697201,0,True,hybrid,https://doi.org/10.1145/3728948
162,A Reproducibility Study of Product-side Fairness in Bundle Recommendation,https://doi.org/10.1145/3705328.3748169,Recommender Systems,2025,8.831283,0.7307573,0,True,gold,https://doi.org/10.1145/3705328.3748169
163,CFaiRLLM: Consumer Fairness Evaluation in Large-Language Model Recommender System,https://doi.org/10.1145/3725853,Recommender Systems,2025,8.5043545,0.77248776,23,True,hybrid,https://doi.org/10.1145/3725853
164,Dynamic Fairness-aware Recommendation Through Multi-agent Social Choice,https://doi.org/10.1145/3690653,Recommender Systems,2024,9.026029,0.45479235,9,True,hybrid,https://doi.org/10.1145/3690653
165,FairCRS: Towards User-oriented Fairness in Conversational Recommendation Systems,https://doi.org/10.1145/3640457.3688150,Recommender Systems,2024,8.546061,0.4613501,5,True,gold,https://dl.acm.org/doi/pdf/10.1145/3640457.3688150
166,Shift your Focus for the Greater Good: Improving Fairness at no cost for Accuracy and Diversity in News Recommender Systems,https://doi.org/10.1145/3790097,Recommender Systems,2026,8.5545635,0.5170958,0,False,closed,
167,"Accuracy, Fairness, Diversity All at Once: An Influence-Function-Guided Data Enhancement Approach for Recommender System",https://doi.org/10.1145/3768316,Recommender Systems,2025,8.50796,0.23271835,0,False,closed,
168,Balancing Fairness and High Match Rates in Reciprocal Recommender Systems: A Nash Social Welfare Approach,https://doi.org/10.1145/3793538,Recommender Systems,2026,9.030813,0.505751,0,True,hybrid,https://doi.org/10.1145/3793538
169,Relevance-aware Individual Item Fairness Measures for Recommender Systems: Limitations and Usage Guidelines,https://doi.org/10.1145/3765624,Recommender Systems,2025,8.83898,0.67743117,1,True,hybrid,https://doi.org/10.1145/3765624
170,When Fairness meets Bias: a Debiased Framework for Fairness aware Top-N Recommendation,https://doi.org/10.1145/3604915.3608770,Recommender Systems,2023,8.564738,0.7170331,27,False,closed,
171,On Inherited Popularity Bias in Cold-Start Item Recommendation,https://doi.org/10.1145/3705328.3748035,Recommender Systems,2025,8.185323,0.8932886,0,True,green,https://arxiv.org/pdf/2510.11402
172,Opening the Black Box: Interpretable Remedies for Popularity Bias in Recommender Systems,https://doi.org/10.1145/3705328.3759310,Recommender Systems,2025,7.9335485,0.97388285,0,True,gold,https://dl.acm.org/doi/pdf/10.1145/3705328.3759310
173,Rewriting Bias: Automated Rewriting to Reduce Media Bias Polarisation in News Recommender Systems,https://doi.org/10.1145/3767327,Recommender Systems,2025,7.286489,0.7413222,0,True,hybrid,https://doi.org/10.1145/3767327
174,Investigating User-Side Fairness in Outcome and Process for Multi-Type Sensitive Attributes in Recommendations,https://doi.org/10.1145/3731568,Recommender Systems,2025,8.721785,0.25536376,1,True,hybrid,https://doi.org/10.1145/3731568
175,Long-term Dynamics of Fairness Intervention in Connection Recommender Systems,https://doi.org/10.1145/3514094.3534173,Recommender Systems,2022,9.165778,0.8385542,13,True,gold,https://dl.acm.org/doi/pdf/10.1145/3514094.3534173
176,Enhancing Data Diversity and Traceability to Mitigate Bias in Healthcare AI: A Blockchain-Driven Approach,https://doi.org/10.1145/3632634.3655881,Health & Clinical AI,2024,2.2890592,-1.9231718,2,True,gold,https://dl.acm.org/doi/pdf/10.1145/3632634.3655881
177,Addressing Bias and Ensuring Fairness in AI Systems for Healthcare,https://doi.org/10.1145/3774816.3774817,Health & Clinical AI,2025,1.6503888,-2.323504,1,True,gold,https://doi.org/10.1145/3774816.3774817
178,Inherent Bias in Electronic Health Records: A Scoping Review of Sources of Bias,https://doi.org/10.1145/3757924,Health & Clinical AI,2025,1.8681486,-2.1817484,8,False,closed,
179,"An Agentic Framework for Compliant, Ethical and Trustworthy GenAI Applications in Healthcare",https://doi.org/10.1145/3727166.3727191,Health & Clinical AI,2025,2.4848762,-1.695655,3,True,gold,https://dl.acm.org/doi/pdf/10.1145/3727166.3727191
180,Fair Foundation Models for Medical Image Analysis: Challenges and Perspectives,https://doi.org/10.1145/3793542,Health & Clinical AI,2026,2.069556,-1.8575652,2,False,closed,
181,Towards Bias-Free Teledermatology: A Mobile-Optimized Framework Fusing Causal AI and Federated Learning,https://doi.org/10.1145/3783862.3783900,Health & Clinical AI,2025,5.6203475,-0.47720405,0,False,closed,
182,JustEva: A Toolkit to Evaluate LLM Fairness in Legal Knowledge Inference,https://doi.org/10.1145/3746252.3761491,LLMs & NLP,2025,4.948194,-0.12660816,0,True,gold,https://doi.org/10.1145/3746252.3761491
183,Investigating Perception of Gender Stereotypes in Large Language Models: A Computational Grounded Theory Approach,https://doi.org/10.1145/3737882,LLMs & NLP,2025,4.860375,-0.3470194,1,False,closed,
184,Indian-BhED: A Dataset for Measuring India-Centric Biases in Large Language Models,https://doi.org/10.1145/3677525.3678666,LLMs & NLP,2024,4.4483337,-0.102979854,11,False,closed,
185,Unmasking Bias in Financial AI: A Robust Framework for Evaluating and Mitigating Hidden Biases in LLMs,https://doi.org/10.1145/3768292.3770355,LLMs & NLP,2025,4.4627333,0.7017451,1,False,closed,
186,Fairness of Large Language Models in Education,https://doi.org/10.1145/3687311.3687404,LLMs & NLP,2024,5.6133995,-0.5438639,6,False,closed,
187,EVENS: Equality versus Equity Notion Spectrum of LLMs,https://doi.org/10.1145/3769126.3769262,LLMs & NLP,2025,5.14209,-2.5595968,0,True,gold,https://doi.org/10.1145/3769126.3769262
188,The Root Shapes the Fruit: On the Persistence of Gender-Exclusive Harms in Aligned Language Models,https://doi.org/10.1145/3715275.3732196,LLMs & NLP,2025,5.1319203,0.3003272,4,True,gold,https://dl.acm.org/doi/pdf/10.1145/3715275.3732196
189,Addressing algorithmic bias and the perpetuation of health inequities: An AI bias aware framework,https://doi.org/10.1016/j.hlpt.2022.100702,Health & Clinical AI,2022,9.133153,0.62182397,148,False,closed,
190,Mitigating algorithmic bias in credit scoring support systems through adversarial learning,https://doi.org/10.1016/j.dss.2026.114653,General Fairness & Bias Mitigation,2026,8.454015,-0.38805136,0,False,closed,
191,Algorithmic bias and transparency in artificial intelligence tools for nursing education: A scoping review,https://doi.org/10.1016/j.nepr.2026.104756,Health & Clinical AI,2026,6.762187,-3.2189867,0,False,closed,
192,Implications of algorithmic bias in AI-driven emergency response systems,https://doi.org/10.1016/j.ject.2025.05.003,General Fairness & Bias Mitigation,2025,2.0182977,-2.5405667,0,True,diamond,https://doi.org/10.1016/j.ject.2025.05.003
193,The Butterfly Effect in artificial intelligence systems: Implications for AI bias and fairness,https://doi.org/10.1016/j.mlwa.2024.100525,General Fairness & Bias Mitigation,2024,5.451069,-2.8549173,93,True,gold,https://doi.org/10.1016/j.mlwa.2024.100525
194,Algorithmic bias: Social science research integration through the 3-D Dependable AI Framework,https://doi.org/10.1016/j.copsyc.2024.101836,General Fairness & Bias Mitigation,2024,4.514778,-3.2369888,15,True,hybrid,https://doi.org/10.1016/j.copsyc.2024.101836
195,EXplainable Artificial Intelligence (XAI) for facilitating recognition of algorithmic bias: An experiment from imposed users' perspectives,https://doi.org/10.1016/j.tele.2024.102135,General Fairness & Bias Mitigation,2024,5.8245487,-3.575777,31,False,closed,
196,Towards early detection of algorithmic bias from dataset's bias symptoms: An empirical study,https://doi.org/10.1016/j.infsof.2025.107905,General Fairness & Bias Mitigation,2025,5.897075,-2.7706316,1,True,hybrid,https://doi.org/10.1016/j.infsof.2025.107905
197,Human-Centric AI to Mitigate AI Biases,https://doi.org/10.4018/JGIM.331755,General Fairness & Bias Mitigation,2023,3.2507765,-2.420463,32,True,diamond,https://www.igi-global.com/ViewTitle.aspx?TitleId=331755&isxn=9798369300541
198,"Teaching AI awareness in middle school classrooms: Design, implementation and evaluation of two education modules on algorithmic bias and filter bubbles",https://doi.org/10.1016/j.caeai.2025.100425,General Fairness & Bias Mitigation,2025,3.498541,-2.1469922,3,True,gold,https://doi.org/10.1016/j.caeai.2025.100425
199,Fairness in precision medicine: Evaluating algorithmic bias in length of stay and readmission for asthma in the All of Us Research Program,https://doi.org/10.1016/j.jaci.2024.12.921,Health & Clinical AI,2025,5.284294,0.3307403,0,True,bronze,https://www.jacionline.org/article/S0091-6749(24)02208-5/pdf
200,Understanding AI bias in clinical practice,https://doi.org/10.1016/j.hrthm.2024.08.004,Health & Clinical AI,2024,2.1072772,-2.8107982,4,True,green,https://pmc.ncbi.nlm.nih.gov/articles/PMC12268356/pdf/nihms-2018968.pdf
201,Evaluating Algorithmic Bias in 30-Day Hospital Readmission Models: Retrospective Analysis,https://doi.org/10.2196/47125,Health & Clinical AI,2024,1.4787561,-2.7808218,6,True,gold,https://doi.org/10.2196/47125
202,Multidisciplinary considerations of fairness in medical AI: A scoping review,https://doi.org/10.1016/j.ijmedinf.2023.105175,Health & Clinical AI,2023,4.624105,-3.2619226,22,False,closed,
203,Rethinking fairness in unsupervised healthcare AI: A methodological scoping review,https://doi.org/10.1016/j.jbi.2026.105040,Health & Clinical AI,2026,1.4612651,-2.7329571,0,True,hybrid,https://doi.org/10.1016/j.jbi.2026.105040
204,Ontology-grounded knowledge graphs for mitigating hallucinations in large language models for clinical question answering,https://doi.org/10.1016/j.jbi.2026.104993,Graph-Based Fairness & Bias Mitigation,2026,8.283117,0.16090068,2,False,closed,
205,Toward fair medical advice: Addressing and mitigating bias in large language model-based healthcare applications,https://doi.org/10.1016/j.artmed.2025.103216,Health & Clinical AI,2025,3.6003692,0.30197835,2,True,hybrid,https://doi.org/10.1016/j.artmed.2025.103216
206,Meta-Fair: AI-assisted fairness testing of large language models,https://doi.org/10.1016/j.infsof.2026.108075,LLMs & NLP,2026,5.5981336,-0.52399504,1,True,hybrid,https://doi.org/10.1016/j.infsof.2026.108075
207,A resource-efficient framework for cultural alignment in large language models (LLMs): The Chinese context,https://doi.org/10.1016/j.daai.2026.100063,LLMs & NLP,2026,4.7881007,-0.46348575,0,True,hybrid,https://doi.org/10.1016/j.daai.2026.100063
208,"Diagnosing the bias iceberg in large language models: A three-level framework of explicit, evaluative, and implicit gender bias",https://doi.org/10.1016/j.ipm.2025.104554,LLMs & NLP,2025,4.532571,0.119024746,4,True,hybrid,https://doi.org/10.1016/j.ipm.2025.104554
209,Fine-tuning large language models in federated learning with fairness-aware prompt selection,https://doi.org/10.1016/j.neunet.2025.108160,LLMs & NLP,2025,3.2921557,-1.1072247,1,False,closed,
210,Fairness and social bias quantification in Large Language Models for sentiment analysis,https://doi.org/10.1016/j.knosys.2025.113569,LLMs & NLP,2025,5.0709767,0.14838408,9,True,hybrid,https://doi.org/10.1016/j.knosys.2025.113569
211,"Implicit Gender, Racial, and Ethnic Biases in Large Language Models: An Audit Study of Automated Psychiatric Diagnoses",https://doi.org/10.1016/j.mcpdig.2026.100344,LLMs & NLP,2026,2.7768857,-0.017021395,0,True,diamond,https://www.mcpdigitalhealth.org/article/S2949-7612(26)00010-6/pdf
212,Consistent focus: Mitigating permutation bias in large language models through attention weight averaging,https://doi.org/10.1016/j.eswa.2025.128726,LLMs & NLP,2025,6.6384783,-2.61149,0,False,closed,
213,LIBRA: Measuring Bias of Large Language Model from a Local Context,https://doi.org/10.1007/978-3-031-88708-6_1,LLMs & NLP,2025,2.0431187,-1.8363343,7,True,green,https://hdl.handle.net/2292/73682
214,PureBiasoMeter: Decoupling Popularity Bias from User Fairness in LLM-Based Recommender Systems,https://doi.org/10.1007/978-3-032-13342-7_14,Recommender Systems,2026,5.013448,-0.19314608,0,False,closed,
215,Bias Mitigation and Shifting Ideologies of LLM by Prompting,https://doi.org/10.1007/978-3-031-94171-9_41,LLMs & NLP,2025,4.5684705,0.755149,0,False,closed,
216,"Detection, Classification, and Mitigation of Gender Bias in Large Language Models",https://doi.org/10.1007/978-981-95-3352-7_42,LLMs & NLP,2025,1.8404713,-1.8578932,2,False,closed,
217,ReFaRAG: Re-ranking for Bias Mitigation in Retrieval-Augmented Generation,https://doi.org/10.1007/978-3-032-05727-3_42,LLMs & NLP,2025,1.9773271,-2.7294621,0,False,closed,
218,Anchorlogy: An Ontology for Anchoring Bias Detection in Forecasting,https://doi.org/10.1007/978-3-031-94569-4_16,Graph-Based Fairness & Bias Mitigation,2025,6.417937,-2.3247259,0,True,green,https://research.utwente.nl/en/publications/56ffbbec-a1b8-4ee9-aff5-aa052e53e2d0
219,Understanding and Mitigating Bias in Artificial Intelligence Systems: An Ontological Perspective,https://doi.org/10.1007/978-3-032-12990-1_41,Graph-Based Fairness & Bias Mitigation,2026,2.5765884,-1.9416167,0,False,closed,
220,Exploring Equity: Integrating Knowledge Graphs in Fairness Testing Methodologies,https://doi.org/10.1007/978-3-031-85856-7_11,Graph-Based Fairness & Bias Mitigation,2025,4.3232403,-3.0878491,0,False,closed,
221,"Fairness and Biases in Healthcare AI: A Review of Definitions, Metrics, and Mitigation Strategies",https://doi.org/10.1007/978-3-032-18716-1_28,Health & Clinical AI,2026,2.1427157,-2.9721026,0,False,closed,
222,Balancing Fairness and Performance in Healthcare AI: A Gradient Reconciliation Approach,https://doi.org/10.1007/978-3-031-95838-0_47,Health & Clinical AI,2025,2.437049,-0.3475428,1,False,closed,
223,A Practical Framework for Auditing Fairness in Medical AI,https://doi.org/10.1007/978-3-032-10489-2_23,Health & Clinical AI,2025,3.4193199,-0.92630184,0,False,closed,
224,Health Care for All: Combating Bias in Generative AI for Fair Medical Outcomes,https://doi.org/10.1007/978-3-031-96518-0_2,Health & Clinical AI,2025,5.1964927,1.0142876,0,False,closed,
225,"A Comprehensive Survey on Bias and Fairness in Generative AI: Legal, Ethical, and Technical Responses",https://doi.org/10.1007/978-981-96-7273-8_22,General Fairness & Bias Mitigation,2025,8.37259,0.89237255,0,False,closed,
226,FAIR-MED: Bias Detection and Fairness Evaluation in Healthcare Focused XAI,https://doi.org/10.1007/978-3-032-08317-3_18,Health & Clinical AI,2025,1.314931,-2.7022955,1,True,hybrid,https://link.springer.com/content/pdf/10.1007/978-3-032-08317-3_18.pdf
227,From Ethical Declarations to Provable Independence: An Ontology-Driven Optimal-Transport Framework for Certifiably Fair AI Systems,https://doi.org/10.48550/arXiv.2510.08086,Graph-Based Fairness & Bias Mitigation,2025,5.5323954,-2.5699637,0,True,green,https://arxiv.org/pdf/2510.08086
228,Fairness-aware Cross-Domain Recommendation,https://doi.org/10.1007/978-981-97-5555-4_19,Recommender Systems,2025,5.0336337,-0.08163876,2,False,closed,
229,Fairness Through Domain Awareness: Mitigating Popularity Bias for Music Discovery,https://doi.org/10.1007/978-3-031-56066-8_27,Recommender Systems,2024,5.3362956,0.6840978,2,False,closed,
230,"OKRA: An Explainable, Heterogeneous, Multi-stakeholder Job Recommender System",https://doi.org/10.1007/978-3-031-88711-6_22,Recommender Systems,2025,6.002272,0.36006948,2,True,green,https://cris.maastrichtuniversity.nl/en/publications/aa2a0f01-5c8b-46a7-a6b2-fe778da3ef08
231,Item Popularity Attention for Mitigating Popularity Bias in Sequential Recommendation,https://doi.org/10.1007/978-981-95-4100-3_28,Recommender Systems,2025,4.579586,-3.0962408,0,False,closed,
232,Mitigating Popularity Bias for Multi-view Group Recommendation,https://doi.org/10.1007/978-981-96-6963-9_21,Recommender Systems,2025,6.045815,-2.0894175,0,False,closed,
233,EqStruct-GNN: toward fair recommendation via debiased graph structure learning,https://doi.org/10.1108/IJICC-07-2025-0392,Recommender Systems,2025,8.507072,-0.60789907,0,False,closed,
234,The Impact of Popularity Bias and Perceived Fairness on Intention to Use Recommender System in Indonesian E-Commerce,https://doi.org/10.1109/IT67293.2026.11435608,Recommender Systems,2026,8.867814,1.392951,0,False,closed,
235,Fairness Aware Regularization on a Learning-to-Rank Recommender System for Controlling Popularity Bias in E-Commerce Domain,https://doi.org/10.1109/ICITSI.2018.8696023,Recommender Systems,2018,8.615017,1.3761506,12,False,closed,
236,A Dual-Adversarial Learning Framework with Explicit Constraints for Two-Sided Fairness in Recommendation System,https://doi.org/10.1515/opis-2025-0043,Recommender Systems,2026,8.063471,0.86056066,0,True,diamond,https://www.degruyterbrill.com/document/doi/10.1515/opis-2025-0043/pdf
237,A scoping review and evidence gap analysis of clinical AI fairness,https://doi.org/10.1038/s41746-025-01667-2,Health & Clinical AI,2025,2.022967,-2.32863,29,True,gold,https://www.nature.com/articles/s41746-025-01667-2.pdf
238,Advancing Fairness in Clinical AI Decision-Making through a Sociotechnical Threshold Bias Audit,https://doi.org/10.5220/0014304300004070,Health & Clinical AI,2026,1.5619891,-3.0397096,0,False,closed,
239,Biased AI: A Case for Positive Bias in Healthcare AI,https://doi.org/10.3233/SHTI250912,Health & Clinical AI,2025,2.1632376,-2.4180064,1,True,hybrid,https://doi.org/10.3233/shti250912
240,"Governing Healthcare AI in the Real World: How Fairness, Transparency, and Human Oversight Can Coexist",https://doi.org/10.3390/sci8020036,Health & Clinical AI,2026,2.6701605,-1.5698136,3,True,gold,https://www.mdpi.com/2413-4155/8/2/36/pdf?version=1770382150
241,Mitigating Data Bias in Healthcare AI with Self-Supervised Standardization,https://doi.org/10.1109/JBHI.2025.3588196,Health & Clinical AI,2025,1.6192404,-1.6333113,1,False,closed,
242,Empirical Study of Social Bias in Medical Question Answering via Large Language Models,https://doi.org/10.1007/978-3-032-00652-3_1,LLMs & NLP,2025,1.4279561,-2.2074358,0,False,closed,
243,BiasFreeBench: a Benchmark for Mitigating Bias in Large Language Model Responses,https://doi.org/10.48550/arXiv.2510.00232,LLMs & NLP,2025,4.8234897,0.79149234,0,True,green,https://arxiv.org/pdf/2510.00232
244,Ethical perspectives on deployment of large language model agents in biomedicine: a survey,https://doi.org/10.1007/s43681-025-00847-w,LLMs & NLP,2025,2.9382572,-1.3842916,0,True,hybrid,https://link.springer.com/content/pdf/10.1007/s43681-025-00847-w.pdf
245,Algorithmic Bias from the Perspectives of Healthcare Professionals,https://doi.org/10.5220/0013076500003911,Health & Clinical AI,2025,1.9488034,-1.9800723,1,True,gold,https://doi.org/10.5220/0013076500003911
246,Mitigating Nonlinear Algorithmic Bias in Binary Classification,https://doi.org/10.1109/CAI59869.2024.00168,General Fairness & Bias Mitigation,2024,6.8142366,-2.5194385,2,True,green,https://figshare.com/articles/conference_contribution/Mitigating_Nonlinear_Algorithmic_Bias_in_Binary_Classification/26112634
247,Fairness Testing: Review of the Relevance and Methodologies of Ensuring Software Fairness,https://doi.org/10.1007/978-3-032-08977-9_48,General Fairness & Bias Mitigation,2026,2.291134,-2.1603582,0,False,closed,
248,Aggregating Concepts of Fairness and Accuracy in Prediction Algorithms,https://doi.org/10.1145/3715275.3732031,General Fairness & Bias Mitigation,2025,6.4428406,-3.6422963,0,True,gold,https://dl.acm.org/doi/pdf/10.1145/3715275.3732031
249,From AI Bias to AI by Us: A Case Study from MIT Critical Data,https://doi.org/10.1007/978-3-032-07830-8_17,Health & Clinical AI,2026,4.257718,-2.1934404,0,False,closed,
250,Mitigating Algorithmic Bias in Multiclass CNN Classifications Using Causal Modeling,https://doi.org/10.1109/IJCNN64981.2025.11228165,General Fairness & Bias Mitigation,2025,7.036649,-2.3741179,1,False,closed,
251,Post-processing methods for mitigating algorithmic bias in healthcare classification models: An extended umbrella review,https://doi.org/10.1186/s44247-025-00166-4,Health & Clinical AI,2025,1.6434721,-2.5376458,3,True,diamond,https://bmcdigitalhealth.biomedcentral.com/counter/pdf/10.1186/s44247-025-00166-4
252,"Whither bias goes, I will go: An integrative, systematic review of algorithmic bias mitigation",https://doi.org/10.1037/apl0001255,General Fairness & Bias Mitigation,2024,5.3669047,-3.5504293,16,True,green,https://arxiv.org/pdf/2410.19003
253,Detecting and Mitigating Algorithmic Bias in Automated Hiring Systems Using Fairness Constraints,https://doi.org/10.1109/MoSICom67153.2025.11398221,General Fairness & Bias Mitigation,2025,5.39362,-3.6385312,0,False,closed,
254,Public Perceptions of Algorithmic Bias and Fairness in Cloud-Based Decision Systems,https://doi.org/10.3390/standards6010002,General Fairness & Bias Mitigation,2025,4.6452494,-3.1696525,1,True,diamond,https://www.mdpi.com/2305-6703/6/1/2/pdf?version=1766654101
255,Towards Ethical AI: Bias Detection and Mitigation in AI Models for Recruitment Systems and Criminal Justice Systems,https://doi.org/10.1109/ICCUBEA65967.2025.11283812,General Fairness & Bias Mitigation,2025,4.6314178,-2.5959067,1,False,closed,
256,Algorithmic Bias Detection: A Focus on Skin Tone and Gender Fairness in AI Models,https://doi.org/10.1109/CITREx64975.2025.10974934,General Fairness & Bias Mitigation,2025,2.649353,-2.9017978,1,False,closed,
257,Large Language Model Bias Mitigation from the Perspective of Knowledge Editing,https://doi.org/10.48550/arXiv.2405.09341,LLMs & NLP,2024,6.5779915,-2.0980227,0,True,green,https://arxiv.org/pdf/2405.09341
258,Mitigating the Bias of Large Language Model Evaluation,https://doi.org/10.48550/arXiv.2409.16788,LLMs & NLP,2024,4.818206,1.1962662,0,True,green,https://arxiv.org/pdf/2409.16788
259,Is ChatGPT Fair for Recommendation? Evaluating Fairness in Large Language Model Recommendation,https://doi.org/10.1145/3604915.3608860,Recommender Systems,2023,8.265758,0.7707447,124,False,closed,
260,Fairer Preferences Elicit Improved Human-Aligned Large Language Model Judgments,https://doi.org/10.48550/arXiv.2406.11370,LLMs & NLP,2024,5.077228,1.0315855,0,True,green,https://arxiv.org/pdf/2406.11370
261,RRAO: An Ontology for the Representation of Reoffending Risk Assessment Knowledge,https://doi.org/10.1109/IISA66859.2025.11311249,Graph-Based Fairness & Bias Mitigation,2025,5.4084992,-1.8217218,0,False,closed,
262,AI Bias in Power Systems Domain—Exemplary Cases and Approaches,https://doi.org/10.3390/en18184819,General Fairness & Bias Mitigation,2025,4.4508305,-2.395298,0,True,gold,https://www.mdpi.com/1996-1073/18/18/4819/pdf?version=1757508618
263,Bias in Conversational Search: The Double-Edged Sword of the Personalized Knowledge Graph,https://doi.org/10.1145/3409256.3409834,Graph-Based Fairness & Bias Mitigation,2020,7.7974286,0.46799335,24,True,green,https://arxiv.org/pdf/2010.10409
264,Comprehensive Fair Meta-learned Recommender System,https://doi.org/10.1145/3534678.3539269,Recommender Systems,2022,8.206259,0.7339476,47,True,green,https://arxiv.org/pdf/2206.04789
265,START Foundation: Coping with Bias and Fairness when Implementing and Using an AI System,https://doi.org/10.17705/1cais.05443,General Fairness & Bias Mitigation,2024,3.6644843,-2.1068094,1,False,closed,
266,Measuring Inter-Bias Effects and Fairness-Accuracy Trade-Offs in GNN-Based Recommender Systems,https://doi.org/10.3390/fi17100461,Graph-Based Fairness & Bias Mitigation,2025,8.7548895,0.3495882,1,True,gold,https://www.mdpi.com/1999-5903/17/10/461/pdf?version=1759919396
267,A framework for solving bias in graph-based recommender systems with a causal perspective,https://doi.org/10.1007/s10489-025-06388-3,Graph-Based Fairness & Bias Mitigation,2025,8.908341,0.5566106,0,False,closed,
