"SN","Paper Title","DOI","Authors","Author Regions","Affiliations","Year","Domain","Focus Region","Source","ORC ID"
"328","Dialectal Toxicity Detection: Evaluating LLM-as-a-Judge Consistency Across Language Varieties","https://doi.org/10.48550/arxiv.2411.10954","Fahim Faisal; Md. Mushfiqur Rahman; Antonios Anastasopoulos","USA; USA; USA","George Mason University; George Mason University; George Mason University","2024","LLMs & NLP","","","https://orcid.org/0000-0001-9835-6299; https://orcid.org/0000-0003-3010-1198; https://orcid.org/0000-0002-8544-246X"
"329","Cross-Lingual Retrieval Augmented Prompt for Low-Resource Languages","https://doi.org/10.48550/arxiv.2212.09651","Ercong Nie; Sheng Liang; Helmut Schmid; Hinrich Schütze","Germany; Germany; Germany; Germany","LMU Munich; LMU Munich; LMU Munich; LMU Munich","2022","LLMs & NLP","","","https://orcid.org/0000-0003-1453-4460; https://orcid.org/0000-0003-3254-112X; https://orcid.org/0000-0001-8003-7708; N/A"
"330","Beyond Demographics: Evaluating News Recommender Systems Fairness Through Behavioural Communities","https://doi.org/10.1145/3708319.3733694","Bernhard Steindl; Thomas Elmar Kolb; Julia Neidhardt","Austria; Austria; Austria","TU Wien; TU Wien; TU Wien","2025","Recommender Systems","","","https://orcid.org/0000-0002-8525-6042; https://orcid.org/0000-0002-2340-0854; https://orcid.org/0000-0001-7184-1841"
"331","Fairness and Diversity in Recommender Systems: A Survey","https://doi.org/10.1145/3664928","Yuying Zhao; Yu Wang; Yunchao Liu; Xueqi Cheng; Charų C. Aggarwal; Tyler Derr","USA; USA; USA; USA; USA; USA","Vanderbilt University; Vanderbilt University; Vanderbilt University; Vanderbilt University; IBM Research - Thomas J. Watson Research Center; Vanderbilt University","2024","Recommender Systems","","","https://orcid.org/0000-0003-1302-6544; https://orcid.org/0000-0001-6908-508X; https://orcid.org/0000-0002-3982-1311; https://orcid.org/0009-0009-3990-4414; https://orcid.org/0000-0003-2579-7581; https://orcid.org/0000-0002-0080-5998"
"332","Differential Privacy Has Disparate Impact on Model Accuracy","https://doi.org/10.48550/arxiv.1905.12101","Eugene Bagdasaryan; Vitaly Shmatikov","USA; USA","Cornell University; Cornell University","2019","General Fairness & Bias Mitigation","","","N/A; https://orcid.org/0009-0002-1336-5714"
"333","Exploring gender biases in ML and AI academic research through systematic literature review","https://doi.org/10.3389/frai.2022.976838","Sunny Shrestha; Sanchari Das","USA; USA","University of Denver; University of Denver","2022","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0001-7616-3488; https://orcid.org/0000-0003-1299-7867"
"334","Artificial intelligence in nursing education: A scoping review of intelligent tutoring systems-evidence and implementation gaps","https://doi.org/10.1016/j.nedt.2026.107056","Nevena Dicheva; Ikram Ur Rehman; Laden Husamaldin; Sama Aleshaiker","United Kingdom; United Kingdom; United Kingdom; United Kingdom","University of West London; University of West London; University of West London; University of West London","2026","Health & Clinical AI","","","https://orcid.org/0009-0000-5525-9990; https://orcid.org/0000-0003-0115-9024; N/A; https://orcid.org/0000-0001-8902-9579"
"335","In Anticipation of Perfect Deepfake: Identity-anchored Artifact-agnostic Detection under Rebalanced Deepfake Detection Protocol","https://doi.org/10.48550/arxiv.2405.00483","Wei-Han Wang; Chin-Yuan Yeh; Hsi-Wen Chen; De-Nian Yang; Ming-Syan Chen⋆","Taiwan; Taiwan; Taiwan; Taiwan; Taiwan","National Taiwan University; National Taiwan University; National Taiwan University; Academia Sinica; National Taiwan University","2024","General Fairness & Bias Mitigation","","","N/A; N/A; https://orcid.org/0000-0002-7328-6367; https://orcid.org/0000-0002-3765-9293; https://orcid.org/0000-0002-0711-8197"
"336","RepMatch: Quantifying Cross-Instance Similarities in Representation Space","https://doi.org/10.48550/arxiv.2410.09642","Mohammad Modarres; Abbasi, Sina; Mohammad Taher Pilehvar","Iran; Iran; United Kingdom","Khatam University; Khatam University; Cardiff University","2024","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0001-7338-0831; N/A; https://orcid.org/0000-0003-3694-4006"
"337","Algorithmic fairness in artificial intelligence for medicine and healthcare","https://doi.org/10.1038/s41551-023-01056-8","Richard J. Chen; Judy J. Wang; Drew F. K. Williamson; Tiffany Chen; Jana Lipková; Ming Y. Lu; Sharifa Sahai; Faisal Mahmood","USA; USA; USA; USA; USA; USA; USA; USA","Broad Institute; Brigham and Women's Hospital; Broad Institute; Broad Institute; Broad Institute; Broad Institute; Broad Institute; Broad Institute","2023","Health & Clinical AI","","","https://orcid.org/0000-0003-0389-1331; https://orcid.org/0000-0003-4905-6593; https://orcid.org/0000-0003-1745-8846; https://orcid.org/0000-0003-2546-2941; https://orcid.org/0000-0001-8101-4794; https://orcid.org/0000-0003-0009-9699; https://orcid.org/0000-0003-3194-1973; https://orcid.org/0000-0001-7587-1562"
"338","Algorithmic fairness and bias mitigation for clinical machine learning with deep reinforcement learning","https://doi.org/10.1038/s42256-023-00697-3","Jenny Yang; Andrew A. S. Soltan; David W. Eyre; David A. Clifton","United Kingdom; United Kingdom; United Kingdom; United Kingdom","University of Oxford; John Radcliffe Hospital; Open Data Institute; University of Oxford","2023","Health & Clinical AI","","","https://orcid.org/0000-0003-0352-8452; https://orcid.org/0000-0003-2391-5361; https://orcid.org/0000-0001-5095-6367; https://orcid.org/0000-0002-9848-8555"
"339","Fairness of artificial intelligence in healthcare: review and recommendations","https://doi.org/10.1007/s11604-023-01474-3","Daiju Ueda; Taichi Kakinuma; Shohei Fujita; Koji Kamagata; Yasutaka Fushimi; Rintaro Ito; Yusuke Matsui; Taiki Nozaki; Takeshi Nakaura; Noriyuki Fujima; Fuminari Tatsugami; Masahiro Yanagawa; Kenji Hirata; Akira Yamada; Takahiro Tsuboyama; Mariko Kawamura; Tomoyuki Fujioka; Shinji Naganawa","Japan; Japan; Japan; Japan; Japan; Japan; Japan; Japan; Japan; Japan; Japan; Japan; Japan; Japan; Japan; Japan; Japan","Osaka City University Hospital; The University of Tokyo; Juntendo University; Kyoto University; Nagoya University; Okayama University; Keio University; Kumamoto University; Hokkaido University Hospital; Hiroshima University; The University of Osaka; Hokkaido University; Shinshu University; The University of Osaka; Nagoya University; Tokyo Medical and Dental University; Nagoya University","2023","Health & Clinical AI","","","https://orcid.org/0000-0002-3878-3616; N/A; https://orcid.org/0000-0003-4276-6226; https://orcid.org/0000-0001-5028-218X; https://orcid.org/0000-0002-1982-3168; https://orcid.org/0000-0002-7971-043X; https://orcid.org/0000-0001-7548-7886; N/A; https://orcid.org/0000-0002-9010-0341; https://orcid.org/0000-0001-9021-347X; https://orcid.org/0000-0002-2350-6819; https://orcid.org/0000-0002-0911-6769; https://orcid.org/0000-0003-0036-8975; https://orcid.org/0000-0002-4199-203X; https://orcid.org/0000-0002-7243-1454; https://orcid.org/0000-0001-9211-4934; https://orcid.org/0000-0002-7141-8901; https://orcid.org/0000-0002-0214-613X"
"340","Bias in artificial intelligence algorithms and recommendations for mitigation","https://doi.org/10.1371/journal.pdig.0000278","Lama Nazer; Razan Zatarah; Shai Waldrip; Janny Xue Chen Ke; Mira Moukheiber; Ashish K. Khanna; Rachel Hicklen; Lama Moukheiber; Dana Moukheiber; Haobo Ma; Piyush Mathur","Jordan; Jordan; USA; Canada; USA; USA; USA; USA; USA; USA; USA","King Hussein Cancer Center; King Hussein Cancer Center; Morehouse School of Medicine; Dalhousie University; Massachusetts Institute of Technology; Atrium Health Wake Forest Baptist; The University of Texas MD Anderson Cancer Center; Massachusetts Institute of Technology; Massachusetts Institute of Technology; Beth Israel Deaconess Medical Center; Cleveland Clinic","2023","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0002-7550-4751; https://orcid.org/0000-0001-9182-6382; N/A; https://orcid.org/0000-0002-3121-9780; https://orcid.org/0000-0001-8475-6048; https://orcid.org/0000-0002-9083-891X; https://orcid.org/0000-0003-4317-5671; N/A; N/A; https://orcid.org/0000-0003-3534-5108; https://orcid.org/0000-0003-3777-8767"
"341","A Survey of Large Language Models for Healthcare: from Data, Technology, and Applications to Accountability and Ethics","https://doi.org/10.48550/arxiv.2310.05694","Kai He; Rui Mao; Qika Lin; Yucheng Ruan; Lan, Xiang; Mengling Feng; Erik Cambria","Singapore; Singapore; Singapore; Singapore; Singapore; Singapore; Singapore","National University of Singapore; Nanyang Technological University; National University of Singapore; National University of Singapore; National University of Singapore; National University of Singapore; Nanyang Technological University","2023","Health & Clinical AI","","","https://orcid.org/0000-0003-2639-1532; https://orcid.org/0000-0002-1082-8755; https://orcid.org/0000-0001-5650-0600; N/A; N/A; https://orcid.org/0000-0002-5338-6248; https://orcid.org/0000-0002-3030-1280"
"342","“Kelly is a Warm Person, Joseph is a Role Model”: Gender Biases in LLM-Generated Reference Letters","https://doi.org/10.18653/v1/2023.findings-emnlp.243","Yixin Wan; George Pu; Jiao Sun; Aparna Garimella; Kai-Wei Chang; Nanyun Peng","USA; USA; USA; USA; USA; USA","University of California, Los Angeles; University of California, Los Angeles; Southern California University for Professional Studies; Adobe Systems (United States); University of California, Los Angeles; University of California, Los Angeles","2023","LLMs & NLP","","","https://orcid.org/0000-0003-3858-0971; N/A; https://orcid.org/0009-0006-4570-0221; https://orcid.org/0000-0003-3111-0686; https://orcid.org/0000-0001-5365-0072; https://orcid.org/0000-0002-8509-6595"
"343","Comparing scientific abstracts generated by ChatGPT to real abstracts with detectors and blinded human reviewers","https://doi.org/10.1038/s41746-023-00819-6","Catherine A. Gao; Frederick M. Howard; Nikolay S. Markov; Emma Dyer; Siddhi Ramesh; Yuan Luo; Alexander T. Pearson","USA; USA; USA; USA; USA; USA; USA","Northwestern University; University of Chicago; Northwestern University; University of Chicago; University of Chicago; Northwestern University; University of Chicago","2023","LLMs & NLP","","","https://orcid.org/0000-0001-5576-3943; https://orcid.org/0000-0002-6039-1141; https://orcid.org/0000-0002-3659-4387; https://orcid.org/0000-0002-5818-3589; https://orcid.org/0000-0003-2225-4864; https://orcid.org/0000-0003-0195-7456; https://orcid.org/0000-0003-2801-7456"
"344","Personalized Prompt Learning for Explainable Recommendation","https://doi.org/10.1145/3580488","Lei Li; Yongfeng Zhang; Li Chen","Hong Kong; USA; Hong Kong","Hong Kong Baptist University; Rutgers, The State University of New Jersey; Hong Kong Baptist University","2023","Recommender Systems","","","https://orcid.org/0000-0002-5631-2519; https://orcid.org/0000-0003-2633-8555; https://orcid.org/0000-0002-5842-838X"
"345","Contrastive Self-supervised Learning in Recommender Systems: A Survey","https://doi.org/10.1145/3627158","Mengyuan Jing; Yanmin Zhu; Tianzi Zang; Ke Wang","China; China; China; China","Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University","2023","Recommender Systems","","","https://orcid.org/0000-0002-0159-4256; https://orcid.org/0000-0001-6406-4992; https://orcid.org/0000-0001-9390-3740; https://orcid.org/0000-0002-8088-607X"
"346","ArguGPT: evaluating, understanding and identifying argumentative essays generated by GPT models","https://doi.org/10.48550/arxiv.2304.07666","Yikang Liu; Ziyin Zhang; Wanyang Zhang; Shisen Yue; Xiaojing Zhao; Xinyuan Cheng; Yiwen Zhang; Hai Hu","China; China; China; China; China; China; USA; China","Shanghai Jiao Tong University; Shanghai Jiao Tong University; Peking University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Amazon; Shanghai Jiao Tong University","2023","LLMs & NLP","","","https://orcid.org/0000-0003-1069-1215; https://orcid.org/0000-0001-6530-6738; https://orcid.org/0000-0003-0448-4383; N/A; N/A; N/A; https://orcid.org/0000-0001-8709-1088; https://orcid.org/0000-0001-7915-6873"
"347","Generative Visual Question Answering","https://doi.org/10.48550/arxiv.2307.10405","Ethan Shen; Scotty Singh; Bhavesh Kumar","USA; USA; USA","University of Washington; University of Washington; University of Washington","2023","LLMs & NLP","","","N/A; N/A; N/A"
"348","Survey on Machine Learning Biases and Mitigation Techniques","https://doi.org/10.3390/digital4010001","Sunzida Siddique; Mohd Ariful Haque; Roy George; Kishor Datta Gupta; Debashis Gupta; Md Jobair Hossain Faruk","Bangladesh; USA; USA; USA; USA; USA","Daffodil International University; Clark Atlanta University; Clark Atlanta University; Clark Atlanta University; Wake Forest University; New York Institute of Technology","2023","General Fairness & Bias Mitigation","","","https://orcid.org/0009-0008-0005-2317; https://orcid.org/0009-0000-4217-0209; https://orcid.org/0009-0009-8862-569X; https://orcid.org/0000-0001-6867-2653; N/A; https://orcid.org/0000-0002-6316-5334"
"349","Diversity-Promoting Ensemble for Medical Image Segmentation","https://doi.org/10.1145/3555776.3577682","Mariana-Iuliana Georgescu; Radu Tudor Ionescu; Andreea Iuliana Miron","Romania; Romania; Romania","University of Bucharest; University of Bucharest; Clinical Emergency Hospital Bucharest","2023","Health & Clinical AI","","","https://orcid.org/0000-0001-8277-1340; https://orcid.org/0000-0002-9301-1950; https://orcid.org/0000-0002-6218-5691"
"350","Algorithmic fairness in computational medicine","https://doi.org/10.1016/j.ebiom.2022.104250","Jie Xu; Yunyu Xiao; Hui Wang; Yue Ning; Elizabeth Shenkman; Jiang Bian; Fei Wang","USA; USA; USA; USA; USA; USA; USA","Cornell University; Cornell University; Stevens Institute of Technology; Stevens Institute of Technology; University of Florida Health; University of Florida Health; Cornell University","2022","Health & Clinical AI","","","https://orcid.org/0000-0001-5291-5198; https://orcid.org/0000-0002-0479-1781; https://orcid.org/0000-0002-3913-815X; https://orcid.org/0000-0002-1227-440X; https://orcid.org/0000-0003-4903-1804; https://orcid.org/0000-0002-2238-5429; https://orcid.org/0000-0001-9459-9461"
"351","A framework for the automatic description of healthcare processes in natural language: Application in an aortic stenosis integrated care process","https://doi.org/10.1016/j.jbi.2022.104033","Yago Fontenla-Seco; Manuel Lama; Violeta González‐Salvado; Carlos Peña; Alberto Bugarín","Spain; Spain; Spain; Spain; Spain","Center for Research in Molecular Medicine and Chronic Diseases; Universidade de Santiago de Compostela; Servicio Gallego de Salud; Servicio Gallego de Salud; Universidade de Santiago de Compostela","2022","Health & Clinical AI","","","https://orcid.org/0000-0002-7566-0164; https://orcid.org/0000-0001-7195-6155; https://orcid.org/0000-0002-2101-284X; https://orcid.org/0000-0002-5263-5572; https://orcid.org/0000-0003-3574-3843"
"352","Are Graph Representation Learning Methods Robust to Graph Sparsity and Asymmetric Node Information?","https://doi.org/10.48550/arxiv.2205.09648","Pierre Sevestre; Marine Neyret","France; France","Société Générale; Institut Louis Bachelier","2022","Graph-Based Fairness & Bias Mitigation","","","N/A; N/A"
"353","EDITS: Modeling and Mitigating Data Bias for Graph Neural Networks","https://doi.org/10.1145/3485447.3512173","Yushun Dong; Ninghao Liu; Brian Jalaian; Jundong Li","USA; USA; USA; USA","University of Virginia; University of Georgia; DEVCOM Army Research Laboratory; University of Virginia","2022","Graph-Based Fairness & Bias Mitigation","","","https://orcid.org/0000-0001-7504-6159; https://orcid.org/0000-0002-9170-2424; https://orcid.org/0000-0003-3029-601X; https://orcid.org/0000-0002-1878-817X"
"354","Variational Reasoning about User Preferences for Conversational Recommendation","https://doi.org/10.1145/3477495.3532077","Zhaochun Ren; Zhi Gang Tian; Dongdong Li; Pengjie Ren; Liu Yang; Xin Xin; Huasheng Liang; Maarten de Rijke; Zhumin Chen","China; China; China; China; China; China; China; Netherlands; China","Shandong University; Shandong University; Shandong University; Shandong University; Shandong University; Shandong University; Tencent (China); University of Amsterdam; Shandong University","2022","Recommender Systems","","","https://orcid.org/0000-0002-9076-6565; N/A; https://orcid.org/0000-0002-1880-8054; https://orcid.org/0000-0003-2964-6422; https://orcid.org/0000-0002-1079-3732; https://orcid.org/0000-0001-6116-9115; https://orcid.org/0000-0002-3212-4599; https://orcid.org/0000-0002-1086-0202; https://orcid.org/0000-0003-4592-4074"
"355","On the Dangers of Stochastic Parrots","https://doi.org/10.1145/3442188.3445922","Emily M. Bender; Timnit Gebru; Angelina McMillan-Major; Shmargaret Shmitchell","USA; USA","University of Washington; University of Washington","2021","LLMs & NLP","","","https://orcid.org/0000-0001-5384-6227; https://orcid.org/0009-0007-4814-1944; https://orcid.org/0000-0003-2257-9618; N/A"
"356","Machine learning and algorithmic fairness in public and population health","https://doi.org/10.1038/s42256-021-00373-4","Vishwali Mhasawade; Yuan Zhao; Rumi Chunara","USA; USA; USA","New York University; New York University; New York University","2021","Health & Clinical AI","","","https://orcid.org/0000-0003-1269-7071; https://orcid.org/0000-0001-7997-5385; https://orcid.org/0000-0002-5346-7259"
"357","Ethical Machine Learning in Healthcare","https://doi.org/10.1146/annurev-biodatasci-092820-114757","Irene Y. Chen; Emma Pierson; Sherri Rose; Shalmali Joshi; Kadija Ferryman; Marzyeh Ghassemi","USA; USA; USA; Canada; USA; USA","Massachusetts Institute of Technology; Microsoft (United States); Stanford University; Vector Institute; New York University; Massachusetts Institute of Technology","2021","Health & Clinical AI","","","N/A; N/A; N/A; N/A; N/A; N/A"
"358","Underdiagnosis bias of artificial intelligence algorithms applied to chest radiographs in under-served patient populations","https://doi.org/10.1038/s41591-021-01595-0","Laleh Seyyed-Kalantari; Haoran Zhang; Matthew B. A. McDermott; Irene Y. Chen; Marzyeh Ghassemi","Canada; USA; USA; USA; Canada","University of Toronto; Massachusetts Institute of Technology; Massachusetts Institute of Technology; Massachusetts Institute of Technology; Vector Institute","2021","Health & Clinical AI","","","https://orcid.org/0000-0002-1059-7125; https://orcid.org/0000-0003-1027-9976; https://orcid.org/0000-0001-6048-9707; https://orcid.org/0000-0001-5202-2111; https://orcid.org/0000-0001-6349-7251"
"359","Addressing bias in big data and AI for health care: A call for open science","https://doi.org/10.1016/j.patter.2021.100347","Natalia Norori; Qiyang Hu; Florence M. Aellen; Francesca Dalia Faraci; Athina Tzovara","Switzerland; Switzerland; Switzerland; Switzerland; Switzerland","University of Bern; University of Bern; University of Bern; University of Applied Sciences and Arts of Southern Switzerland; University of Bern","2021","Health & Clinical AI","","","https://orcid.org/0000-0002-6611-118X; https://orcid.org/0000-0002-9392-9112; https://orcid.org/0000-0001-9087-8359; https://orcid.org/0000-0002-8720-1256; https://orcid.org/0000-0002-7588-1418"
"360","Moving beyond “algorithmic bias is a data problem”","https://doi.org/10.1016/j.patter.2021.100241","Sara Hooker","USA","Google (United States)","2021","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0002-0190-6459"
"361","A survey on datasets for fairness-aware machine learning","https://doi.org/10.1002/widm.1452","Tai Le Quy; Arjun Roy; Vasileios Iosifidis; Wenbin Zhang; Eirini Ntoutsi","Germany; Germany; Germany; USA; Germany","Leibniz University Hannover; Leibniz University Hannover; Leibniz University Hannover; Carnegie Mellon University; Freie Universität Berlin","2021","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0001-8512-5854; https://orcid.org/0000-0002-4279-9442; https://orcid.org/0000-0002-3005-4507; https://orcid.org/0000-0003-3024-5415; https://orcid.org/0000-0001-5729-1003"
"362","Racial Bias in Pulse Oximetry Measurement","https://doi.org/10.1056/nejmc2029240","Michael W. Sjoding; Robert P. Dickson; Theodore J. Iwashyna; Steven E. Gay; Thomas S. Valley","USA; USA; USA; USA; USA","University of Michigan; University of Michigan; University of Michigan; University of Michigan; University of Michigan","2020","Health & Clinical AI","","","https://orcid.org/0000-0002-0535-9659; N/A; N/A; N/A; https://orcid.org/0000-0002-5766-4970"
"363","Hidden in Plain Sight — Reconsidering the Use of Race Correction in Clinical Algorithms","https://doi.org/10.1056/nejmms2004740","Darshali A. Vyas; Leo G. Eisenstein; David S. Jones","USA; USA; USA","Harvard University; Harvard University; Harvard University","2020","Health & Clinical AI","","","https://orcid.org/0000-0002-3709-8078; https://orcid.org/0000-0003-4714-6990; https://orcid.org/0000-0003-0039-7784"
"364","Ethical limitations of algorithmic fairness solutions in health care machine learning","https://doi.org/10.1016/s2589-7500(20)30065-0","Melissa D. McCradden; Shalmali Joshi; Mjaye Mazwi; James A. Anderson","Canada; Canada; Canada; Canada","Hospital for Sick Children; Vector Institute; Hospital for Sick Children; Hospital for Sick Children","2020","Health & Clinical AI","","","https://orcid.org/0000-0002-6476-2165; https://orcid.org/0009-0002-6594-4902; https://orcid.org/0000-0003-1345-5429; N/A"
"365","Model Cards for Model Reporting","https://doi.org/10.1145/3287560.3287596","Margaret Mitchell; Simone Wu; Andrew Zaldivar; Parker Barnes; Lucy Vasserman; Ben Hutchinson; Elena Spitzer; Inioluwa Deborah Raji; Timnit Gebru","USA; USA; USA; USA; USA; USA; USA; Canada; USA","Google; Google; Google; Google; Google; Google; Google; University of Toronto; Google","2019","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0002-8053-6862; N/A; N/A; N/A; N/A; N/A; N/A; N/A; N/A"
"366","Dissecting racial bias in an algorithm used to manage the health of populations","https://doi.org/10.1126/science.aax2342","Ziad Obermeyer; Brian W. Powers; Christine Vogeli; Sendhil Mullainathan","USA; USA; USA; USA","Brigham and Women's Hospital; Brigham and Women's Hospital; Massachusetts General Hospital; University of Chicago","2019","Health & Clinical AI","","","https://orcid.org/0000-0002-4563-5849; N/A; https://orcid.org/0000-0001-5535-0719; https://orcid.org/0000-0001-8508-4052"
"367","The Measure and Mismeasure of Fairness","https://doi.org/10.48550/arxiv.1808.00023","Sam Corbett‐Davies; Gaebler, Johann D.; Nilforoshan, Hamed; Shroff, Ravi; Goel, Sharad","USA; USA; USA; USA; USA","N/A; Harvard University; Stanford University; New York University; Harvard University","2018","General Fairness & Bias Mitigation","","","N/A; N/A; N/A; N/A; N/A"
"368","Fairness definitions explained","https://doi.org/10.1145/3194770.3194776","Sahil Verma; Julia Rubin","India; Canada","Indian Institute of Technology Kanpur; University of British Columbia","2018","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0001-7797-926X; https://orcid.org/0000-0001-7280-1614"
"369","Word embeddings quantify 100 years of gender and ethnic stereotypes","https://doi.org/10.1073/pnas.1720347115","Nikhil Garg; Londa Schiebinger; Dan Jurafsky; James Zou","USA; USA; USA; USA","Stanford University; Stanford University; Stanford University; Chan Zuckerberg Initiative (United States)","2018","LLMs & NLP","","","https://orcid.org/0000-0002-1988-792X; https://orcid.org/0000-0003-3438-3081; https://orcid.org/0000-0002-6459-7745; https://orcid.org/0000-0001-8880-4764"
"370","AI can be sexist and racist — it’s time to make it fair","https://doi.org/10.1038/d41586-018-05707-8","James Zou; Londa Schiebinger","USA; USA","Stanford University; Health Innovations (United States)","2018","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0001-8880-4764; https://orcid.org/0000-0003-3438-3081"
"371","Ensuring Fairness in Machine Learning to Advance Health Equity","https://doi.org/10.7326/m18-1990","Alvin Rajkomar; Michaela Hardt; Michael Howell; Greg S. Corrado; Marshall H. Chin","USA; USA; USA; USA; USA","University of California, San Francisco; Google (United States); Google (United States); Google (United States); University of Chicago","2018","Health & Clinical AI","","","https://orcid.org/0000-0001-5750-5016; N/A; https://orcid.org/0000-0002-1767-5157; https://orcid.org/0000-0001-8817-0992; https://orcid.org/0000-0003-1924-5641"
"372","The accuracy, fairness, and limits of predicting recidivism","https://doi.org/10.1126/sciadv.aao5580","Julia Dressel; Hany Farid","USA; USA","Dartmouth College; Dartmouth College","2018","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0002-6124-3845; https://orcid.org/0000-0002-6095-8339"
"373","Fair Prediction with Disparate Impact: A Study of Bias in Recidivism Prediction Instruments","https://doi.org/10.1089/big.2016.0047","Alexandra Chouldechova","USA","Carnegie Mellon University","2017","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0002-2337-9610"
"374","Equality of Opportunity in Supervised Learning","https://doi.org/10.48550/arxiv.1610.02413","Moritz Hardt; Eric Price; Nathan Srebro","USA; USA; USA","Google (United States); The University of Texas at Austin; Toyota Technological Institute at Chicago","2016","General Fairness & Bias Mitigation","","","https://orcid.org/0009-0000-7694-3038; https://orcid.org/0000-0002-3480-8054; https://orcid.org/0000-0002-0763-1740"
"375","Big Data's Disparate Impact","https://doi.org/10.15779/z38bg31","Solon Barocas","USA","Princeton University","2016","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0003-4577-466X"
"376","Man is to Computer Programmer as Woman is to Homemaker? Debiasing Word Embeddings","https://doi.org/10.48550/arxiv.1607.06520","Tolga Bolukbasi; Kai-Wei Chang; James Zou; Venkatesh Saligrama; Adam Tauman Kalai","USA; USA; USA; USA","Microsoft Research New England (United States); Microsoft Research New England (United States); Microsoft Research New England (United States); Microsoft Research New England (United States)","2016","LLMs & NLP","","","N/A; https://orcid.org/0000-0001-5365-0072; https://orcid.org/0000-0001-8880-4764; https://orcid.org/0000-0002-0675-2268; https://orcid.org/0000-0002-4559-8574"
"377","Fairness through awareness","https://doi.org/10.1145/2090236.2090255","Cynthia Dwork; Moritz Hardt; Toniann Pitassi; Omer Reingold; Richard S. Zemel","USA; USA; Canada; USA; Canada","Microsoft (United States); IBM Research - Almaden; University of Toronto; Microsoft (United States); University of Toronto","2012","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0001-7177-3738; https://orcid.org/0009-0000-7694-3038; https://orcid.org/0000-0002-8668-2174; N/A; https://orcid.org/0000-0001-9353-7509"
"378","“How Biased are Your Features?”: Computing Fairness Influence Functions with Global Sensitivity Analysis","https://doi.org/10.1145/3593013.3593983","Bishwamittra Ghosh; Debabrota Basu; Kuldeep S. Meel","Singapore; France; Singapore","National University of Singapore; Centre National de la Recherche Scientifique; National University of Singapore","2023","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0003-2971-8975; https://orcid.org/0000-0002-3204-2884; https://orcid.org/0000-0001-9423-5270"
"379","A Critical Survey on Fairness Benefits of Explainable AI","https://doi.org/10.1145/3630106.3658990","Luca Deck; Jakob Schoeffer; Maria De‐Arteaga; Niklas Kühl","Germany; USA; USA; Germany","University of Bayreuth; The University of Texas at Austin; The University of Texas at Austin; University of Bayreuth","2024","General Fairness & Bias Mitigation","","","https://orcid.org/0000-0003-3773-2769; https://orcid.org/0000-0003-3705-7126; https://orcid.org/0000-0003-2297-3308; https://orcid.org/0000-0001-6750-0876"
"380","A deep-learning method for the end-to-end prediction of intracranial aneurysm rupture risk","https://doi.org/10.1016/j.patter.2023.100709","Peiying Li; Yongchang Liu; Jiafeng Zhou; Shikui Tu; Bing Zhao; Jieqing Wan; Yunjun Yang; Lei Xu","China; China; China; China; China; China; China; China","Shanghai Jiao Tong University; Shanghai Jiao Tong University; Wenzhou Medical University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Wenzhou Medical University; Shanghai Jiao Tong University","2023","Health & Clinical AI","","","https://orcid.org/0000-0001-8047-3817; https://orcid.org/0000-0003-2030-9315; https://orcid.org/0009-0005-5056-3762; https://orcid.org/0000-0001-6270-0449; https://orcid.org/0000-0002-5562-0392; https://orcid.org/0000-0003-0118-5038; N/A; https://orcid.org/0000-0002-2752-1573"
"381","A Framework for Assurance Audits of Algorithmic Systems","https://doi.org/10.1145/3630106.3658957","Khoa T. Lam; Benjamin Lange; Borhane Blili-Hamelin; Jovana Davidovic; Shea Brown; Ali Hasan","USA; USA; USA","University of Iowa; University of Iowa; University of Iowa","2024","General Fairness & Bias Mitigation","","","https://orcid.org/0009-0004-8970-4537; https://orcid.org/0000-0002-5809-8704; https://orcid.org/0000-0002-9573-3332; https://orcid.org/0000-0002-8998-5496; https://orcid.org/0000-0002-6451-9675; https://orcid.org/0000-0003-2963-2573"
